Movie,Date,Total Sales,Sales Share,Cumulative Sales,Total Attendance,Cumulative Attendance,Screen Count,Show Count,Country,Production Country,Production Company,Distributor,Level,Director,Production Budgets,Success,actor1,actor2,actor3,genre1,genre2,rating,sentiment,YearMonth,남자 인구수,여자 인구수,총인구수,가계지출,소비지출,비소비지출,ViewCount,LikeCount,Actor1,Actor2,Actor3,Month,GENRE1,GENRE2
서울의 봄,2023-11-22,127926589712,0.051,127926589712,13128020,13128020,2463,374531,한국,한국,(주)하이브미디어코프,플러스 엔터테인먼트,12세이상관람가,김성수,233.0,1.0,황정민,윤호림,이미라,드라마,,4.07,82.06,2023.11,25572695.0,25764381.0,51337076.0,2183.0,1895.0,288.0,3322023.0,18708.0,7424560.0,6676369.0,7593444.5,11,0.12,
범죄도시2,2022-05-18,129317928648,0.052,131298796478,12510481,12693415,2521,353993,한국,한국,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트","주식회사 에이비오엔터테인먼트,플러스 엔터테인먼트",15세이상관람가,이상용,130.0,1.0,마동석,손석구,최귀화,범죄,액션,3.89,77.67,2022.05,25715591.0,25868131.0,51583722.0,1804.0,1512.0,292.0,3910955.0,23841.0,7994955.7,6832765.5,12693415.0,5,0.17,0.13
파묘,2024-02-22,115063079635,0.046,115063079635,11904253,11904253,2367,363781,한국,한국,(주)쇼박스,(주)쇼박스,15세이상관람가,장재현,140.0,1.0,최민식,김고은,유해진,미스터리,공포(호러),3.89,52.67,2024.02,25553189.0,25750499.0,51303688.0,,,,3107834.0,11026.0,11904253.0,7589735.5,4794673.6,2,0.3,0.17
아바타: 물의 길,2022-12-14,137647702899,0.055,137647702899,10805065,10805065,2809,283037,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,제임스 카메,3250.0,1.0,조 샐다나,샘 워싱턴,시고니 위버,액션,어드벤처,3.92,56.42,2022.12,25636951.0,25802087.0,51439038.0,2169.0,1802.0,367.0,2385290.0,12620.0,5081675.7,5517888.5,5517888.5,12,0.06,0.19
범죄도시3,2023-05-31,104687737771,0.042,104687737771,10682813,10682813,2582,311915,한국,한국,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트","주식회사 에이비오엔터테인먼트,플러스 엔터테인먼트",15세이상관람가,이상용,135.0,1.0,정호진,마동석,황순명,범죄,액션,3.58,57.46,2023.05,25612361.0,25788160.0,51400521.0,1979.0,1718.0,261.0,1995731.0,5738.0,10682813.0,7994955.7,10682813.0,5,0.17,0.13
범죄도시4,2024-04-24,97788039662,0.039,97788039662,10240940,10240940,2980,293601,한국,한국,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트","주식회사 에이비오엔터테인먼트,플러스 엔터테인먼트",15세이상관람가,허명행,140.0,1.0,김무열,박지환,이동휘,액션,범죄,3.84,60.94,2024.04,25541855.0,25743298.0,51285153.0,,,,1395312.0,7124.0,3965731.3,10240940.0,10240940.0,4,0.08,0.08
탑건: 매버릭,2022-06-22,88367558594,0.036,88367558594,8230591,8230591,1975,252939,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,조셉 코신스키,2210.0,1.0,톰 크루즈,마일즈 텔러,제니퍼 코넬리,액션,,4.38,77.94,2022.06,25711784.0,25866394.0,51578178.0,1768.0,1468.0,300.0,885103.0,6075.0,6126441.0,8230591.0,8230591.0,6,0.15,
한산: 용의 출현,2022-07-27,73711802377,0.03,73711802377,7266340,7266340,2223,217777,한국,한국,(주)빅스톤픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,김한민,312.0,1.0,박해일,이지영,김시국,액션,드라마,3.57,74.23,2022.07,25708650.0,25865796.0,51574446.0,1801.0,1504.0,297.0,1725513.0,8307.0,4585243.5,7266340.0,7266340.0,7,0.1,0.05
엘리멘탈,2023-06-14,71138423066,0.0289999999999999,71138423066,7240210,7240210,1664,247356,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,피터 손,2600.0,1.0,,,,애니메이션,,3.95,79.27,2023.06,25607244.0,25785501.0,51392745.0,1788.0,1532.0,256.0,2327331.0,25545.0,,,,6,0.1,
공조2 : 인터내셔널,2022-09-07,70918411586,0.0279999999999999,70918411586,6983077,6983077,2389,275817,한국,한국,"(주)제이케이필름,(주)씨제이이엔",(주)씨제이이엔,15세이상관람가,이석훈,155.0,1.0,현빈,유해진,임윤아,액션,코미디,3.35,64.0,2022.09,25653998.0,25812660.0,51466658.0,2097.0,1696.0,401.0,1099569.0,1647.0,4352088.5,4794673.6,6983077.0,9,0.08,0.27
밀수,2023-07-26,49685303003,0.02,49685303003,5143261,5143261,1932,167670,한국,한국,(주)외유내강,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,류승완,175.0,1.0,김혜수,염정아,조인성,액션,,3.47,69.62,2023.07,25603147.0,25783986.0,51387133.0,1821.0,1527.0,294.0,9534.0,134.0,5143261.0,3157924.0,5143261.0,7,0.1,
더 퍼스트 슬램덩크,2023-01-04,51004390222,0.02,51004390222,4877286,4877286,1060,237488,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,이노우에 다케히코,200.0,1.0,,,,애니메이션,,4.21,79.91,2023.01,25631538.0,25798480.0,51430018.0,2346.0,2064.0,282.0,1607051.0,10814.0,,,,1,0.15,
노량: 죽음의 바다,2023-12-20,45005458475,0.018,45005458475,4572978,4572978,2196,155686,한국,한국,(주)빅스톤픽쳐스,"롯데컬처웍스(주)롯데엔터테인먼트,(주)에이스메이커무비웍스",12세이상관람가,김한민,312.0,0.0,김윤석,백윤식,정재영,사극,액션,3.58,74.85,2023.12,25565736.0,25759593.0,51325329.0,2301.0,1884.0,417.0,1691765.0,7255.0,4572978.0,4572978.0,4572978.0,12,1.0,0.06
헌트,2022-08-10,44602463153,0.018,44602463153,4352513,4352513,1625,170966,한국,한국,"(주)아티스트스튜디오,(주)사나이픽처스",플러스 엔터테인먼트,15세이상관람가,이정재,250.0,0.0,장재혁,이상혁,오동훈,액션,드라마,3.51,56.36,2022.08,25699579.0,25858862.0,51558441.0,1920.0,1567.0,353.0,509633.0,2679.0,4352513.0,4352513.0,4352513.0,8,0.12,0.15
가디언즈 오브 갤럭시: Volume 3,2023-05-03,44358441834,0.018,44358441834,4209250,4209250,1819,153745,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,제임스 건,3250.0,1.0,크리스 프랫,조 샐다나,데이브 바티스타,액션,,4.19,85.92,2023.05,25612361.0,25788160.0,51400521.0,1979.0,1718.0,261.0,1398200.0,11019.0,2387905.2,5081675.7,4209250.0,5,0.13,
미션 임파서블: 데드 레코닝 PART ONE,2023-07-12,40430706769,0.016,40430706769,4022291,4022291,2437,137978,미국,미국,파라마운트 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,크리스토퍼 맥쿼리,2860.0,1.0,톰 크루즈,헤일리 앳웰,빙 라메스,액션,스릴러,3.83,72.85,2023.07,25603147.0,25783986.0,51387133.0,1821.0,1527.0,294.0,1233774.0,12788.0,6126441.0,4022291.0,4022291.0,7,0.1,0.08
콘크리트 유토피아,2023-08-09,37412826232,0.015,37412826232,3849244,3849244,1731,150919,한국,한국,"클라이맥스 스튜디오(주),(주)비에이치 엔터테인먼트",롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,엄태화,220.0,0.0,이병헌,박서준,박보영,드라마,기타,3.34,76.28,2023.08,25596921.0,25780292.0,51377213.0,1874.0,1597.0,277.0,1788140.0,4841.0,2954056.5,2488809.5,3849244.0,8,0.15,0.25
웡카,2024-01-31,33956553189,0.0139999999999999,33956553189,3531468,3531468,1753,152288,미국,미국,,워너브러더스 코리아(주),전체관람가,폴 킹,1625.0,1.0,티모시 샬라메,칼라 레인,올리비아 콜맨,판타지,드라마,3.65,65.31,2024.01,25558944.0,25754968.0,51313912.0,,,,598137.0,2868.0,2765468.5,3531468.0,2184227.5,1,0.4,0.15
올빼미,2022-11-23,32860926124,0.013,32860926124,3329634,3329634,1541,149137,한국,한국,"(주)씨제스엔터테인먼트,(주)영화사 담담",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,안태진,90.0,1.0,류준열,유해진,최무성,스릴러,,3.58,82.0,2022.11,25643889.0,25806940.0,51450829.0,2127.0,1800.0,327.0,785890.0,2696.0,2100258.3,4794673.6,3329634.0,11,0.25,
영,2022-12-21,32302850750,0.013,32302850750,3275218,3275218,1314,133663,한국,한국,"(주)제이케이필름,(주)씨제이이엔",(주)씨제이이엔,12세이상관람가,윤제,140.0,1.0,정성화,김고은,나문희,드라마,뮤지컬,3.5,84.88,2022.12,25636951.0,25802087.0,51439038.0,2169.0,1802.0,367.0,1316758.0,1182.0,3275218.0,7589735.5,3275218.0,12,0.08,0.33
오펜하이머,2023-08-15,34444961856,0.0139999999999999,34444961856,3237793,3237793,1636,132298,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,크리스토퍼 놀란,1300.0,1.0,킬리언 머피,에밀리 블런트,맷 데이먼,스릴러,드라마,4.33,75.39,2023.08,25596921.0,25780292.0,51377213.0,1874.0,1597.0,277.0,2343640.0,13084.0,3237793.0,1724098.5,1674051.5,8,0.17,0.15
쥬라기 월드: 도미니언,2022-06-01,29237071310,0.012,29237071310,2837410,2837410,2218,86427,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,콜린 트레보로우,2405.0,1.0,크리스 프랫,브라이스 달라스 하워드,드완다 와이즈,액션,어드벤처,3.32,51.83,2022.06,25711784.0,25866394.0,51578178.0,1768.0,1468.0,300.0,3139771.0,12409.0,2387905.2,1488971.5,2837410.0,6,0.15,0.12
마녀(魔女) Part2. The Other One,2022-06-15,28922488670,0.012,28922488670,2806501,2806501,1796,94940,한국,한국,"(주)영화사 금월,(주)스튜디오앤뉴,(주)페퍼민트앤컴퍼니",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,박훈정,105.0,1.0,신시아,박은빈,서은수,액션,,3.03,33.67,2022.06,25711784.0,25866394.0,51578178.0,1768.0,1468.0,300.0,4313.0,14.0,2806501.0,2806501.0,2806501.0,6,0.15,
토르: 러브 앤 썬더,2022-07-06,29505081721,0.012,29505081721,2716306,2716306,2143,107527,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,타이카 와이티티,3250.0,1.0,크리스 헴스워스,나탈리 포트만,테사 톰슨,액션,어드벤처,3.27,58.33,2022.07,25708650.0,25865796.0,51574446.0,1801.0,1504.0,297.0,3956531.0,37112.0,2716306.0,2716306.0,2716306.0,7,0.1,0.12
슈퍼 마리오 브라더스,2023-04-26,23558835482,0.009,23558835482,2395519,2395519,1576,94685,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,,1300.0,1.0,크리스 프랫,안야 테일러 조이,잭 블랙,애니메이션,어드벤처,3.29,72.4,2023.04,25617485.0,25790670.0,51408155.0,1869.0,1625.0,244.0,1442595.0,4399.0,2387905.2,2395519.0,2078790.0,4,0.05,0.06
미니언즈2,2022-07-20,21999556172,0.009,21999556172,2269024,2269024,1394,78960,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,카일 발다,1040.0,1.0,피에르 꼬팽,스티브 카렐,타라지 P. 헨슨,애니메이션,어드벤처,3.0,53.75,2022.07,25708650.0,25865796.0,51574446.0,1801.0,1504.0,297.0,1422438.0,3887.0,2269024.0,2269024.0,2269024.0,7,0.12,0.12
30일,2023-10-03,21257631514,0.009,21257631514,2165508,2165508,1226,130510,한국,한국,(주)영화사울림,(주)마인드마크,12세이상관람가,남대중,80.0,1.0,강하늘,정소민,조민수,코미디,,3.53,65.55,2023.1,25582773.0,25771453.0,51354226.0,2078.0,1719.0,359.0,12082.0,196.0,2165508.0,2165508.0,2165508.0,10,0.07,
블랙 팬서: 와칸다 포에버,2022-11-09,22206623699,0.009,22206623699,2105988,2105988,2571,121669,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,라이언 쿠글러,3250.0,1.0,레티티아 라이트,루피타 뇽오,다네이 거라이라,액션,어드벤처,3.58,60.83,2022.11,25643889.0,25806940.0,51450829.0,2127.0,1800.0,327.0,2241869.0,24642.0,2105988.0,2105988.0,2105988.0,11,0.08,0.12
비상선언,2022-08-03,20927363328,0.008,20927363328,2058869,2058869,1734,73045,한국,한국,"(주)매그넘나인,(주)씨제스엔터테인먼트,씨네주 유한회사",(주)쇼박스,12세이상관람가,한재림,300.0,0.0,이미라,송강호,이병헌,드라마,,3.28,51.44,2022.08,25699579.0,25858862.0,51558441.0,1920.0,1567.0,353.0,2608453.0,11051.0,7593444.5,1211271.0,2954056.5,8,0.15,
듄: 파트2,2024-02-28,23420116149,0.009,23420116149,1999469,1999469,1544,82746,미국,미국,,워너브러더스 코리아(주),12세이상관람가,드니 빌뇌브,2470.0,1.0,티모시 샬라메, 데이아 콜먼,레베카 퍼거슨,액션,,4.18,54.77,2024.02,25553189.0,25750499.0,51303688.0,,,,1995973.0,10477.0,2765468.5,1999469.0,1999469.0,2,0.06,
육사오(6/45),2022-08-24,19793028880,0.008,19793028880,1981014,1981014,1339,105937,한국,한국,"(주)티피에스컴퍼니,(주)싸이더스","(주)홈초이스,(주)싸이더스",12세이상관람가,박규태,50.0,1.0,이학주,고경표,이이경,코미디,,3.25,48.64,2022.08,25699579.0,25858862.0,51558441.0,1920.0,1567.0,353.0,747354.0,871.0,1981014.0,1981014.0,1981014.0,8,0.13,
존  4,2023-04-12,19956652129,0.008,19956652129,1924768,1924768,1535,89561,미국,미국,,(주)레드아이스 엔터테인먼트,청소년관람불가,채드 스타헬스키,1170.0,1.0,키아누 리브스,로렌스 피쉬번,이안 맥쉐인,액션,,3.6,49.88,2023.04,25617485.0,25790670.0,51408155.0,1869.0,1625.0,244.0,509227.0,3392.0,1086783.0,1924768.0,1924768.0,4,0.08,
천박사 퇴마 연구소: 설경의 비밀,2023-09-27,18635492555,0.0069999999999999,18635492555,1916429,1916429,1511,98823,한국,한국,(주)외유내강,(주)씨제이이엔,12세이상관람가,김성식,113.0,0.0,강동원,허준호,이솜,판타지,액션,2.81,37.23,2023.09,25592335.0,25777666.0,51370001.0,2117.0,1772.0,345.0,861086.0,2233.0,1588843.5,1916429.0,1158540.0,9,0.2,0.08
헤어질 결심,2022-06-29,19740856178,0.008,19740856178,1904147,1904147,1374,80670,한국,한국,모호필름,(주)씨제이이엔,15세이상관람가,박찬욱,130.0,0.0,박해일,탕웨이,이정현,미스터리,멜로/로맨스,4.32,67.61,2022.06,25711784.0,25866394.0,51578178.0,1768.0,1468.0,300.0,1006068.0,2618.0,4585243.5,1904147.0,1904147.0,6,0.1,0.25
분노의 질주: 라이드 오어 다이,2023-05-17,18474636210,0.0069999999999999,18474636210,1773483,1773483,1731,93156,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,루이스 리테리어,4420.0,1.0,빈 디젤,제이슨 모모아,제이슨 스타뎀,액션,,3.26,79.44,2023.05,25612361.0,25788160.0,51400521.0,1979.0,1718.0,261.0,1894271.0,3843.0,1773483.0,1325747.5,667462.3,5,0.13,
쿵푸팬더4,2024-04-10,16455624250,0.0069999999999999,16455624250,1762061,1762061,2311,102691,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,"마이크 미첼,스테파니 스티네",1105.0,1.0,잭 블랙,아콰피나,비올라 데이비스,애니메이션,액션,3.02,60.7,2024.04,25541855.0,25743298.0,51285153.0,,,,1646567.0,7743.0,2078790.0,919401.7,1762061.0,4,0.05,0.08
교섭,2023-01-18,17460908740,0.0069999999999999,17460908740,1721100,1721100,1289,92618,한국,한국,"(주)영화사수박,원테이크필름",플러스 엔터테인먼트,12세이상관람가,임순례,150.0,0.0,황정민,도기범,현빈,드라마,,3.02,41.46,2023.01,25631538.0,25798480.0,51430018.0,2346.0,2064.0,282.0,1751613.0,2590.0,7424560.0,1721100.0,4352088.5,1,0.15,
시민덕희,2024-01-24,16119497097,0.006,16119497097,1707227,1707227,1281,96204,한국,한국,"(주)씨제스엔터테인먼트,페이지원필름(주)",(주)쇼박스,15세이상관람가,박영주,65.0,1.0,라미란,공명,염혜란,드라마,,3.38,70.6,2024.01,25558944.0,25754968.0,51313912.0,,,,132161.0,423.0,1303563.0,1707227.0,1707227.0,1,0.15,
앤트맨과 와스프: 퀀텀매니아,2023-02-15,16346738806,0.0069999999999999,16346738806,1551129,1551129,2090,104768,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,페이튼 리드,1690.0,1.0,폴 러드,에반젤린 릴리,미셀 파이퍼,액션,,2.92,44.09,2023.02,25626211.0,25795268.0,51421479.0,1788.0,1500.0,288.0,1499649.0,8669.0,1551129.0,1551129.0,1551129.0,2,0.06,
외계+인 1부,2022-07-20,16009890548,0.006,16009890548,1541020,1541020,1959,68420,한국,한국,(주)케이퍼필름,(주)씨제이이엔,12세이상관람가,최동훈,360.0,0.0,류준열,김우빈,김태리,액션,판타지,3.29,52.09,2022.07,25708650.0,25865796.0,51574446.0,1801.0,1504.0,297.0,1461803.0,2123.0,2100258.3,1485570.5,1485570.5,7,0.1,0.2
잠,2023-09-06,13894258933,0.006,13894258933,1470359,1470359,1231,103697,한국,한국,(주)루이스 픽쳐스,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,유재,50.0,1.0,정유미,이선균,김금순,미스터리,,3.65,77.8,2023.09,25592335.0,25777666.0,51370001.0,2117.0,1772.0,345.0,937673.0,2253.0,1470359.0,831004.5,1470359.0,9,0.2,
외계+인 2부,2024-01-10,13792326337,0.006,13792326337,1430121,1430121,1390,97872,한국,한국,(주)케이퍼필름,(주)씨제이이엔,12세이상관람가,최동훈,340.0,0.0,류준열,김태리,김우빈,기타,,3.21,63.5,2024.01,25558944.0,25754968.0,51313912.0,,,,947979.0,2014.0,2100258.3,1485570.5,1485570.5,1,0.5,
위시,2024-01-03,13390807253,0.005,13390807253,1404568,1404568,1421,88438,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"크리스 벅,폰 비라선손",2600.0,1.0,아리아나 데보스,크리스 파인,알란 터딕,애니메이션,,3.58,60.9,2024.01,25558944.0,25754968.0,51313912.0,,,,1549323.0,10391.0,1404568.0,849164.0,1404568.0,1,0.15,
달짝지근해: 7510,2023-08-15,13445519901,0.005,13445519901,1388309,1388309,1032,86601,한국,한국,(주)무비락,(주)마인드마크,12세이상관람가,이한,65.0,1.0,유해진,김희선,차인표,코미디,,3.36,84.38,2023.08,25596921.0,25780292.0,51377213.0,1874.0,1597.0,277.0,642066.0,1551.0,4794673.6,1388309.0,1388309.0,8,0.13,
브로커,2022-06-08,12587208030,0.005,12587208030,1261258,1261258,1594,66210,한국,한국,영화사 집,(주)씨제이이엔,12세이상관람가,고레에다 히로카즈,90.0,0.0,송강호,강동원,배두나,드라마,,3.68,43.67,2022.06,25711784.0,25866394.0,51578178.0,1768.0,1468.0,300.0,964462.0,3930.0,1211271.0,1588843.5,1261258.0,6,0.02,
건국전쟁,2024-02-01,10902106514,0.004,10902106514,1173329,1173329,956,49138,한국,한국,다큐스토리,다큐스토리,12세이상관람가,김덕영,3.0,1.0,,,,다큐멘터리,,2.3,24.0,2024.02,25553189.0,25750499.0,51303688.0,,,,36254.0,2847.0,,,,2,0.5,
인생은 아름다워,2022-09-28,10905112019,0.004,10905112019,1172587,1172587,1285,106986,한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,최국희,117.0,0.0,김동국,류승룡,염정아,뮤지컬,,4.2,84.64,2022.09,25653998.0,25812660.0,51466658.0,2097.0,1696.0,401.0,124515.0,1315.0,1172587.0,1172587.0,3157924.0,9,0.33,
드림,2023-04-26,10821044597,0.004,10821044597,1128375,1128375,1285,61737,한국,한국,"(주)옥토버시네마,(주)노브레이크필름",플러스 엔터테인먼트,12세이상관람가,이병헌,139.0,0.0,박서준,아이유,김종수,코미디,드라마,3.94,66.0,2023.04,25617485.0,25790670.0,51408155.0,1869.0,1625.0,244.0,1726931.0,4412.0,2488809.5,1128375.0,1128375.0,4,0.13,0.08
비공식작전,2023-08-02,10192841216,0.004,10192841216,1058745,1058745,1151,45083,한국,한국,"(주)와인드업필름,와이낫필름",(주)쇼박스,12세이상관람가,김성훈,200.0,0.0,하정우,주지훈,권은성,드라마,,3.09,72.09,2023.08,25596921.0,25780292.0,51377213.0,1874.0,1597.0,277.0,1573086.0,1958.0,1042911.5,641731.5,1058745.0,8,0.15,
1947 보스톤,2023-09-27,9466375798,0.004,9466375798,1027078,1027078,1282,63550,한국,한국,"(주)비에이엔터테인먼트,(주)빅픽쳐","롯데컬처웍스(주)롯데엔터테인먼트,(주)콘텐츠지오,주식회사 에이투지엔터테인먼트",12세이상관람가,강제규,210.0,0.0,하정우,임시완,배성우,드라마,,3.11,52.27,2023.09,25592335.0,25777666.0,51370001.0,2117.0,1772.0,345.0,1404824.0,1421.0,1042911.5,1027078.0,1027078.0,9,0.05,
댓글부대,2024-03-27,9235306011,0.004,9235306011,972116,972116,1228,67650,한국,한국,(주)영화적순간,(주)에이스메이커무비웍스,15세이상관람가,안국진,70.0,0.0,손석구,김성철,김동휘,범죄,드라마,3.3,60.0,2024.03,25547370.0,25746564.0,51293934.0,,,,,,6832765.5,972116.0,972116.0,3,0.17,0.12
