Rank,Movie,Date,Total Sales,Sales Share,Cumulative Sales,Total Attendance,Cumulative Attendance,Screen Count,Show Count,Country,Production Country,Production Company,Distributor,Level,Genre,Director,Actor
41,마녀,2018-06-27,27242029463,0.008,27242029463,3189091,3189091,1117,90843,한국,한국,"(주)영화사 금월,(주)페퍼민트앤컴퍼니",워너브러더스 코리아(주),15세이상관람가,"미스터리,액션",박훈정,"김다미,조민수,박희순,최우식,백승철,김하나,이강곤,이상용,백규현,김종면,김종훈,서영희,송민수,이주원,이채현,이하영,이혜성,남경민,모그,박상현,박상훈,박시현,장민재,정다은,박정수,정승채,정지민,김한솔,조제웅,진영준,권용석,김기훈,김미진,최정우,김상훈,김수현,김승우,김영원,김영민,김우주,고민시,권태원,현봉식,이기영,최현종,오미희,김병옥,이주원,곽진석,명홍진"
42,탐정: 리턴즈,2018-06-13,26909459678,0.008,26909459678,3152872,3152872,1137,107907,한국,한국,(주)크리픽쳐스,(주)씨제이이엔,15세이상관람가,"코미디,범죄",이언희,"권상우,성동일,이광수,이일화,남명렬,손담비,최성원,김동욱,박성일,오희준,이광호,이동민,이동민,서영희,심상민,엄진용,임승묵,박성연,임효우,박영식,정성호,정연주,정인영,박태강,정택호,조혜선,최광락,권혁석,김동욱,김미진,최재옥,홍광석,홍광석,김선간,김수영,김승필,김승필,김용호,김원진,김성규,김연교,백인권,이상"
43,인크레더블 2,2018-07-18,24555055588,0.0069999999999999,24555055588,3033105,3033105,1605,70935,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,액션,어드벤처,코미디,가족",브래드 버드,"크레이그 T. 넬슨,사무엘 L. 잭슨,홀리 헌터"
44,서치,2018-08-29,25284465345,0.0069999999999999,25284465345,2950097,2950097,1097,95761,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,드라마,아니쉬 차간티,"존 조,데브라 메싱"
45,토이 스토리 4,2019-06-20,24660848640,0.0069999999999999,24660848640,2908206,2908206,1336,71570,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,코미디",조시 쿨리,"톰 행크스,팀 알렌,애니 팟츠,토니 헤일,키아누 리브스,조앤 쿠삭,매들린 맥그로"
46,말모이,2019-01-09,23987145520,0.0069999999999999,23987145520,2866020,2866020,1203,87840,한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,엄유나,"유해진,윤계상,김홍파,우현,김선영,민진웅,이성욱,조현철,오희준,정기섭,허성태,김동영,예수정,김태훈,김규백,이정은,유재명,이서환,윤경호,조현도,선승수,채동현,송형수,이새로미,김철무,이다일,최윤빈,차준서,지원호,윤준열,정원,고재원,정임섭,조성운,유용희,명인호,이상희,박경근,강유미,강태수,구민혁,박성용,권혁,박영서,서문호,서영주,박준희,김남훈,김대현,김도엽,송부건,송영창,송영창,송지호,김동효,백경윤,김문식,신재영,유순웅,유은미,오경민,오규택,김서윤,김세한,윤영균,최귀화,이상희,조석인,조수빈,조승구,조유신,전진기,이육헌,윤준상,윤준호,이강우,강전영,구준우,김길범,이도용,이동현,김한빛,김학충,이영호,한대훈,임수지,조용진,이호철,노영주,김태율,유상재,이현걸,박예나,박원석,전병덕,서영재,김민석,박나은"
47,너의 결혼식,2018-08-22,23676244369,0.0069999999999999,23676244369,2820969,2820969,970,98193,한국,한국,"(주)필름케이,(주)외유내강",플러스 엔터테인먼트,12세이상관람가,멜로/로맨스,이석근,"박보영,김영광,강기영,장성범,고규필,서은수,차엽,안길강,이동석,이재상,서남윤,김준수,김지훈,김태환,김학준,김한슬,박규태,정난희,박종범,박주희,정유진,정주호,조영웅,김건중,홍근택,홍진기,김영훈,김성준,강희중,배해선,조성희,신희철,김현숙,안민영,전배수,윤경호,강덕중,유희제,하준,김성준,박성준,김민석"
48,덩케르크,2017-07-20,24576771848,0.0069999999999999,24576771848,2792705,2792705,1252,66005,미국,"미국,영국",,워너브러더스 코리아(주),12세이상관람가,"액션,드라마,스릴러,전쟁",크리스토퍼 놀란,"톰 하디,마크 라이런스,케네스 브래너,킬리언 머피,제임스 다시,케빈 구스리"
49,곤지암,2018-03-28,21444236144,0.006,21444236144,2675883,2675883,1124,88553,한국,한국,(주)하이브미디어코프,(주)쇼박스,15세이상관람가,"공포(호러),스릴러",정범식,"위하준,박지현,오아연,문예원,박성훈,이승욱,류제윤,이주원,정아노마"
50,살인자의 기억법,2017-09-06,21375287492,0.006,21375287492,2658589,2658589,1064,88686,한국,한국,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,(주)영화사 이창",(주)쇼박스,15세이상관람가,"범죄,스릴러",원신연,"설경구,김남길,설현,오달수,이현명,장정윤,전동성,전동성,전동성,전승표,백연정,백연정,정동석,정동석,유지현,윤선용,추동우,함연주,이종건,박상욱,박상운,전승표,김정영,이병준,김혜윤,최유송,김경민,정인겸,엄지만"
51,지금 만나러 갑니다,2018-03-14,20800916128,0.006,20800916128,2602273,2602273,1191,97482,한국,한국,"(주)무비락,(주)도서관옆스튜디오,(주)푸른나무픽쳐스",롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,멜로/로맨스,이장훈,"소지섭,손예진,김지환,고창석,이유진,김현수,배유람,이준혁,서정연,손여은,이진,이상철,이재환,이정민,변지은,김지민,송지연,이준성,김지호,김하은,유은성,박서준,정유민,정현우,차봉주,김경애,김선웅,김범준,공효진,김민석"
52,증인,2019-02-13,20477262331,0.006,20477262331,2534075,2534075,1047,89556,한국,한국,"(주)무비락,(주)도서관옆스튜디오",롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,이한,"정우성,김향기,이규형,염혜란,장영남,정원중,김종수,박근형,송윤아,이준혁,이레,김승욱,오재세,이채은,이서준,이서환,강민지,강지현,박세정,권혁준,김경훈,박재환,박주은,박준호,박찬영,송우용,김미진,안성봉,신치영,신혜정,김범석,오창경,김소연,김수경,이준형,장효석,김정연,김호연,조성재,김홍식,최은영,최종률,정도원,정명훈,조한나,이승헌,강은수,고민지,곽나현,권정은,김규인,김난영,표예리,김바비,이동훈,김학선,이영아,김승윤,이민정,조복휘,김인규,김준원,정승욱,도현,김형묵,정영록,남혜진,김태현,정우성,문승배,정경현,이은샘,채치웅,윤정환,박미정,이종익,최문익,심은정,이석환,박윤근,박은우,엄주원,박창화,엄혜란,배내희,손제형,추귀정,염지영,장부익,장선아,서광재,한윤지,한재경,이슬이"
53,목격자,2018-08-15,21737061097,0.006,21737061097,2524720,2524720,1021,71403,한국,한국,(주)에이디사공육,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,스릴러,조규장,"이성민,김상호,진경,곽시양,이동희,김재철,이재남,이재우,이태호,이혜민,정택호,조아라,황인범,김자영,김수영,김상호,박지후,우상기,황영희,정재광,박성근,이민웅,최정인,이상희,정유민"
54,조선명탐정: 흡혈괴마의 비밀,2018-02-08,19822789764,0.006,19822789764,2444136,2444136,1249,74953,한국,한국,청년필름(주),(주)쇼박스,12세이상관람가,"사극,어드벤처,코미디",김석윤,"김명민,오달수,김지원,김범,이민기,지웅배,이대현,이소희,이재웅,백승진,이정민,김정화,서지은,김탁호,김태윤,김태희,김현주,류현상,민성주,박동석,전건익,전현우,박지선,김태호,박지현,김건,최유진,김미란,김상일,김영우,김영진,한성희,염동헌,송훈,강덕중,조한준,윤상훈,장유화,현우,윤상돈"
55,신비한 동물들과 그린델왈드의 범죄,2018-11-14,20817381118,0.006,20817381118,2414195,2414195,1601,76847,미국,미국,,워너브러더스 코리아(주),12세이상관람가,판타지,데이빗 예이,"에디 레드메인,캐서린 워터스턴,앨리슨 수돌,댄 포글러,에즈라 밀러,주드 로,조니 뎁,칼럼 터너,조 크라비츠,수현"
56,사바하,2019-02-20,20007508194,0.006,20007508194,2398519,2398519,1174,78094,한국,한국,"(주)외유내강,(주)필름케이",(주)씨제이이엔,15세이상관람가,"미스터리,스릴러",장재현,"이정재,박정민,이재인,유지태,정진영,진선규,이다윗,황정민,지승현,이항나,정동환,오윤홍,진선규,차순배,김승현,이상우,배해선,차래형,김근영,윤경호,문창길,문숙,강나영,김두은,김유린,김지후,조수지,신보경,정병두,이재순,배선엽,곽영신,유승희,장지민,정혜은,강우진,윤창희,김근우,이치민,하승협,권해성,손병우,박상현,김찬빈,한유한,이월진,박재만,박영래,이광석,한형주,류현주,손연서,유선이,강민재,남도현,강성철,강지현,류경인,권귀빈,박수미,권오준,민설애,김가은,김금순,박종범,설시연,박지윤,박지환,박진영,박훈,김명희,백승철,신유진,안성진,안현빈,김범수,오누리,노유림,옥영진,옥주리,김소숙,강민지,임현주,정재은,임효진,김현정,이주실,허다정,이준구,정한호,장영애,권태호,김홍파,김정훈,조한준,이문석,이수정,황인준,정미경,조한아름,이건창,김지수,정서인,권해성,이대현,김진옥,표성수,표예리,한다경,이한울,이한울,김태윤,이은주,김유나,이재진,장희욱,박지윤,박규범"
57,메이즈 러너: 데스 큐어,2018-01-17,18902873104,0.005,18902873104,2299732,2299732,1090,58918,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,SF,스릴러",웨스 볼,"딜런 오브라이언,토마스 생스터,카야 스코델라리오,이기홍"
58,맘마미아!2,2018-08-08,19607520003,0.005,19607520003,2293884,2293884,750,59060,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),12세이상관람가,뮤지컬,올 파커,"아만다 사이프리드,릴리 제임스,메릴 스트립,피어스 브로스넌,제레미 어바인,콜린 퍼스,휴 스키너,스텔란 스카스가드,조쉬 딜란,줄리 월터스,알렉사 데이비스,크리스틴 바란스키,제시카 키나 윈,도미닉 쿠퍼,셰어,앤디 가르시아"
59,레디 플레이어 원,2018-03-28,19933108071,0.006,19933108071,2254430,2254430,1079,77173,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,SF,어드벤처",스티븐 스필버그,"마크 라이런스,사이먼 페그,올리비아 쿡,타이 쉐리던,벤 멘델슨,T.J. 밀러,모리사키 윈"
60,명당,2018-09-19,17900775524,0.005,17900775524,2087474,2087474,1117,58450,한국,한국,(주)주피터필름,플러스 엔터테인먼트,12세이상관람가,사극,박희곤,"조승우,송영재,지성,김성균,백윤식,문채원,유재명,박충선,이원근,김민재,강태오,이가희,이규섭,이동희,이세희,이수아,이성훈,이유리,이정현,김준영,이주연,이창석,김진혁,안성봉,김하림,박기태,임지은,정재용,정재헌,박지현,정한길,정혜경,조성환,최선호,김규선,김도연,김동규,김동현,최우석,홍은진,홍준호,김선문,김서현,김서연,김기태,허성태,전신환,손성찬,홍완표,정종열,심희섭,이육헌,이종윤,백인권,배진호,조현식,이정민,이정빈,이승"
61,혹성탈출: 종의 전쟁,2017-08-15,16854482778,0.005,16854482778,2051315,2051315,1017,44543,미국,미국,,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,드라마,SF",맷 리브스,"앤디 서키스,우디 해럴슨,스티브 잔,주디 그리어,타이 올슨,채드 룩,티모시 웨버,마이클 아담스웨이트,라우로 차트랜드,스티브 바란칙"
62,협상,2018-09-19,17032133166,0.005,17032133166,1967721,1967721,919,57926,한국,한국,"(주)제이케이필름,그리고픽처스,(주)씨제이이엔",(주)씨제이이엔,15세이상관람가,범죄,이종석,"현빈,손예진,김상호,장영남,장광,조영진,이문식,이현,이동희,김준영,김지성,이주영,이지훈,이주환,안성봉,김희진,유관형,박수영,장민정,박영수,박지훈,정재호,정지상,정휘욱,김보민,김선희,김송이,김유진,이학주,차래형,박형수,이시아,최병모,박성근,어성욱,김보민,곽자형,김그림,윤성우,정인겸,김민상,여민구,배서하,곽민규,장우용,장우용"
63,알리타: 배틀 엔젤,2019-02-05,18571455667,0.005,18571455667,1952063,1952063,1043,52666,미국,미국,,"월트디즈니컴퍼니코리아 유한책임회사,이십세기폭스코리아(주)",12세이상관람가,"액션,어드벤처,멜로/로맨스,SF,스릴러",로버트 로드리게즈,"크리스토프 왈츠,에드 스크레인"
64,애나벨 : 인형의 주인,2017-08-10,15527492238,0.004,15527492238,1934270,1934270,1006,35103,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),데이비드 F. 샌드버그,"스테파니 시그만,알리시아 벨라 베일리,미란다 오토,탈리타 베이트먼"
65,내안의 그놈,2019-01-09,16412116567,0.005,16412116567,1916855,1916855,1041,61744,한국,한국,"(주)에코필름,(주)전망좋은 영화사","(주)메리크리스마스,TCO(주)더콘텐츠온",15세이상관람가,"판타지,코미디",강효진,"박성웅,진영,라미란,이수민,이준혁,김광규,민지아,윤경호,김현목,권혁범,오윤수,이호수,김상겸,조성희,박경혜,장진희,차영주,박지훈,정윤하,정원창,박신아,윤부진,류현,민지민,박용균,김건,김경록,서동석,서승원,김근형,서진원,박주현,박준성,김남규,박지아,박지연,김대원,김대한,박진수,박진아,김도현,배경민,백기원,백수현,신유진,신재민,신진호,안효진,유영채,오세은,윤단비,남태우,오지영,윤송아,이정민,강민재,김은화,임효우,고경호,정지연,김현진,임지형,허유리,김재원,정혜원,권혁석,최우석,홍수현,조경섭,전두식,김재명,김홍파,이소라,이소현,김희선,조영지,김승필,황인준,강동길,조현영,이건구,강승호,이경진,이경호,김준형,이광호,지찬,곽지유,김영,권민서,권혁범,김가애,이동영,김영주,김명아,김명인,김범진,김부선,최경민,김예인,김석주,김태진,김태준,조경현,김우래,이우성,김재만,이범찬,김지예,김진걸,조시현,김현기,김찬오,이보라,김용훈,주우진,문강혁,남진복,유승운,진석진,진수선,이은영,김태성,정윤정,정윤철,안스완,이자은,신유선,최대열,박선근,신형근,박성주,최병국,이창식,이미노,이풍운,이하미,박영웅,안애린,이시율,최우주,이연하,손기성,배수진,배윤민,임승준,백민,임종화,염동철,전애진,염채은,예정민,손주형,추석영,전혜영,설지윤,송영우,하은유,하혜주,손광업,임동민,박소영,한선구,황순원,한지웅,한창현,서다해,함정인,허나경,허윤진,현익창,김용호,정택호,이동민,조준형,이상철,이상진,권혁석"
66,마약왕,2018-12-19,16222446942,0.005,16222446942,1864076,1864076,1297,45453,한국,한국,(주)하이브미디어코프,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"고예린,송강호,조정석,배두나,김소진,김대명,이희준,조우진,이성민,김홍파,김근영,강민석,강민수,김남우,김동환,김명희,김시원,김연주,김우진,김윤수,김정호,김주연,김주영,김주영,김준한,김준형,김지은,김형태,김혜진,김혜진,류대식,문상호,박미희,송원종,유승희,윤세현,이병희,이선민,이수정,이수현,이승진,이시현,이영태,이영호,이은주,이주원,이지혜,이창훈,이현정,이호철,정재원,최준혁,한동희,한송희,한지혜,이봉련,한창현,박경혜,안다정,유재명,이중옥,이서환,홍인,강덕중,염석무,엄지만,조유하,이지혜,박선영,이승찬"
67,뺑반,2019-01-30,15222811848,0.004,15222811848,1826714,1826714,1285,47213,한국,한국,"오리진필름(주),(주)쇼박스",(주)쇼박스,15세이상관람가,"범죄,액션",한준희,"공효진,류준열,조정석,염정아,전혜진,손석구,김기범,이학주,정수지,배유람,이성욱,류경수,김고은,차래형,박형수,박예영,나철,이해운,임선우,한명수,김태겸,양한슬,하성민,공찬호,강태영,한이진,정수교,고은민,전광진,승형배,황준호,한유열,박재광,오태근,이일현,황규인,오혜금,임정인,최윤민,노도현,선학,양지일,최세용,장현동,천샘,서성금,박성하,박경현,유민상,송준근,정해철,홍현호,김회경,박경근,공성하,권혁,권혁준,박윤희,박윤희,박주한,박준희,김대근,김대한,박현,송요셉,배우진,신재영,신주환,안대웅,안성봉,안현빈,안혜성,유연수,이종재,최성환,김재원,장준현,이성교,이성민,이세진,이소진,김흥태,황보정일,조유진,전호용,황윤성,이창선,정규연,이순자,김주영,이가경,김양수,김여진,조홍우,임준혁,김영,이대광,이도국,김진옥,김영준,김한석,하민,이명자,김지환,김태현,정용주,정원형,김윤배,한대훈,이남경,김지수"
68,저스티스 리그,2017-11-15,14629692795,0.004,14629692795,1786386,1786386,1308,73393,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"액션,어드벤처,판타지,SF",잭 스나이더,"벤 애플렉,갤 가돗,제이슨 모모아,레이 피셔,에즈라 밀러,헨리 카빌,J.K. 시몬스,윌렘 데포,제레미 아이언스,앰버 허드,코니 닐슨,에이미 아담스,다이안 레인"
69,주먹왕 랄프 2: 인터넷 속으로,2019-01-03,13919424723,0.004,13919424723,1758891,1758891,1453,56432,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"애니메이션,어드벤처,코미디,가족",리치 무어,"존 C. 라일리,사라 실버맨,맨디 무어,크리스틴 벨"
70,킬러의 보디가드,2017-08-30,14020592300,0.004,14020592300,1721824,1721824,482,42005,미국,미국,,"(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",15세이상관람가,"액션,코미디",패트릭 휴즈,"라이언 레이놀즈,사무엘 L. 잭슨,셀마 헤이엑,게리 올드만"
71,쥬만지: 새로운 세계,2018-01-03,13835919864,0.004,13835919864,1711246,1711246,791,41818,미국,미국,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,12세이상관람가,"액션,어드벤처",제이크 캐스단,"드웨인 존슨,잭 블랙,케빈 하트,카렌 길런,매디슨 아이스먼"
72,PMC: 더 벙커,2018-12-26,14024838424,0.004,14024838424,1671548,1671548,1081,49806,한국,한국,(주)퍼펙트스톰필름,(주)씨제이이엔,15세이상관람가,액션,김병우,"하정우,이선균,제니퍼 엘,이상원,민무제,강신철,손성찬,안성봉,양지수,신현빈"
73,걸캅스,2019-05-09,13806434134,0.004,13806434134,1628784,1628784,973,63155,한국,한국,(주)필름모멘텀,(주)씨제이이엔,15세이상관람가,"코미디,액션",정다원,"라미란,이성경,윤상현,최수영,염혜란,위하준,주우재,강홍석,김도완,이정민,신현숙,이레,조혜주,배유람,임현성,안재홍,한수현,조병규,강문봉,강성하,박소은,서석규,서성현,김광섭,옥자연,성동일,소희정,백승환,김미지,김민경,안대웅,안성봉,여이레,오상준,오상준,오성현,오세환,김성균,오하늬,김성종,김송이,최예림,이성규,김정교,조미라,조서진,김정현,전소영,김승아,이진성,황필규,황필성,김신우,최준영,이가희,김준,강신하,김지나,이기원,김지유,이승훈,최혜진,김한상,김병남,하정우,이영아,김세진,김태준,이확광,임예은,한수연,조예진,김용진,김춘심,김해정,류대산,나대남,위하준,노승은,이윤희,정두원,이은숙,정세인,김철환,김찬희,신한숙,이도연,최병윤,김진욱,이문빈,심희진,이선정,안창환,이의수,전석호,여시현,여은지,여은지,임현철,오성미,설창희,하연희,송지혁,한건희,임범용,황이현,박두희,허단비,곽민석,이금용,윤현길"
74,창궐,2018-10-25,13278236490,0.004,13278236490,1599598,1599598,1351,60689,한국,한국,"리양필름(주),(주)영화사 이창",(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"사극,액션",김성훈,"현빈,장유화,장동건,조우진,정만식,이선빈,김의성,조달환,박진우,서지혜,한지은,공정환,김태우,이승일,이상준,이상훈,이승주,배정환,이우성,이우정,이재남,이정민,이정민,김주혁,서지은,이진용,이창훈,이형원,김태경,김태윤,김태희,김하진,나대한,민경옥,박경관,박성빈,임용순,장현,장윤정,박종범,정수연,박지아,박지원,정재훈,박태민,김현욱,김현욱,강정진,조민아,최규리,최아영,김다연,김다연,김대현,한아름,한지혜,한지혜,편광진,황원일,김성태,김은진,김수지,김승환,김성규,김제형,오재세,한성희,허성태,허준석,조윤서,송훈,김성준,김대곤,조한준,전운종,주광현,이유진,정현국,오일용,김성준,김지수,정선희,정선희,이민혁,이상훈,안수민,윤석동,최재영,윤상돈,이청빈"
75,성난황소,2018-11-22,13236490737,0.004,13236490737,1593386,1593386,1010,48932,한국,한국,"주식회사 플러스미디어엔터테인먼트,(주)비에이엔터테인먼트",(주)쇼박스,15세이상관람가,"범죄,액션",김민호,"마동석,송지효,김성오,박지환,이동진,박혜림,김재철,이연주,신수경,이창훈,김흥태,노성후,장혁진,박지훈,박진성,김산,김민재,김수진,김용빈,김수진,이성우,배진웅,정인기,최홍일,서문호,황재열,이세영"
76,범블비,2018-12-25,13090949707,0.004,13090949707,1561643,1561643,1016,44459,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"액션,어드벤처,SF",트래비스 나이트,"헤일리 스테인펠드,파멜라 애들론,존 시나,피터 쿨렌,케네스 최"
77,도어락,2018-12-05,12803157486,0.004,12803157486,1561258,1561258,954,53836,한국,한국,(주)영화사피어나,플러스 엔터테인먼트,15세이상관람가,"스릴러,드라마",이권,"전지윤,공효진,김예원,김성오,조복래,이가섭,이천희,김동규,김보경,김유정,김지한,김지현,백민준,이승창,장효석,한지은,배유리,배명진,차엽,윤종석,이상희,이홍내,손영희,정종우,박초연,최만성"
78,드래곤 길들이기 3,2019-01-30,12340610576,0.003,12340610576,1506942,1506942,971,42322,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,딘 데블로이스,"제이 바루첼,아메리카 페레라,케이트 블란쳇,킷 해링턴,크레이그 퍼거슨,F. 머레이 아브라함"
79,리틀 포레스트,2018-02-28,11934249185,0.003,11934249185,1506911,1506911,884,68422,한국,한국,(주)영화사수박,플러스 엔터테인먼트,전체관람가,드라마,임순례,"김태리,류준열,문소리,진기주,홍성덕,이광용,이상준,김재훈,이유진,김정은,김주은,이태영,김지윤,오수엽,박미현,박민지,박성준,임정희,박수현,박정희,박종찬,김혁,김호,강민지,김다정,김동혁,김명희,최원석,최혜림,김소정,김수현,김은영,김예슬,전국향,장재희,정준원,김현지"
80,부라더,2017-11-02,11783109998,0.003,11783109998,1492903,1492903,889,54976,한국,한국,"(주)홍필름,(주)수필름",플러스 엔터테인먼트,12세이상관람가,코미디,장유정,"마동석,이동휘,이하늬,배준수,석정호,신은영,안백승,안승주,채지혜,이성은,이수민,이은정,한명순,이재민,이하은,황인주,황종환,김근영,이봉련,허성태,손영순,서현철,김강현,류정수,송상은,윤태희,정순원,강지혜"
81,어스,2019-03-27,12586771104,0.004,12586771104,1475087,1475087,1132,58522,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"공포(호러),스릴러",조던 필,"루피타 뇽오,윈스턴 듀크,엘리자베스 모스,팀 헤이데커,야히아 압둘 마틴 2세,애나 디옵,에반 알렉스,샤하디 라이트 조셉,매디슨 커리,칼리 쉘든,노엘 쉘든,카라 헤이워드"
