Rank,Movie,Date,Total Sales,Sales Share,Cumulative Sales,Total Attendance,Cumulative Attendance,Screen Count,Show Count,Country,Production Country,Production Company,Distributor,Level,Genre,Director,Actor
191,치즈인더트랩,2018-03-14,1890873700,0.001,1890873700,229005,229005,364,14710,한국,한국,(주)마운틴무브먼트스토리,(주)리틀빅픽쳐스,15세이상관람가,"멜로/로맨스,스릴러",김제영,"박해진,이채민,오연서,박기웅,유인영,오종혁,박산다라,문지윤,김현진,김도완,전준영,이석준,백경찬,이주영,이현석,박상연,박우준,박재환,박주리,김기호,김동규,이우동,고민시,이정혁,김강훈,이정빈"
192,메리 포핀스 리턴즈,2019-02-14,1816281960,0.001,1816281960,224160,224160,573,11128,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,"판타지,뮤지컬",롭 마샬,"에밀리 블런트,린-마누엘 미란다,벤 위쇼,에밀리 모티머,줄리 월터스,콜린 퍼스,메릴 스트립,딕 반 다이크,데이빗 워너,안젤라 랜스베리"
193,1급기밀,2018-01-24,1728645300,0.0,1728645300,218795,218795,512,11357,한국,한국,"(주)미인픽쳐스,(주)미디어모굴",(주)리틀빅픽쳐스,12세이상관람가,드라마,홍기,"김상경,김옥빈,최무성,최귀화,김병철,최고,이지원,서현우,이상철,이승훈,이윤혁,신윤정,김태민,유영호,최보연,김민정,김성진,김우진,김민기,권태원,김성민"
194,50가지 그림자: 해방,2018-02-21,1866384500,0.001,1866384500,217785,217785,213,10027,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,"드라마,멜로/로맨스,스릴러",제임스 폴리,"다코타 존슨,제이미 도넌"
195,속닥속닥,2018-07-13,1900914300,0.001,1900914300,217444,217444,314,8246,한국,한국,"(주)파이브데이,꿀잼컴퍼니(주)",(주)그노스,15세이상관람가,"공포(호러),미스터리",최상훈,"소주연,김민규,김영,김태민,최희진,박진,고나은,진용욱,이한서,이유미,윤지원,이동규,이동희,김정희,서기욱,이준혁,이지원,김지영,신은정,김현우,김형태,오원준,오혜진,전형주,정소연,박지연,박지혜,김진영,김민수,김민성,김수빈,김시은,김유진,신재승"
196,극장판 요괴워치: 하늘을 나는 고래와 더블세계다냥!,2017-09-27,1581375300,0.0,1581375300,215203,215203,486,6240,일본,일본,,(주)씨제이이엔,전체관람가,애니메이션,"우시로 신지,요코이 타케시","박경혜,홍범기,김현지,김가령,정유정,방연지,정혜옥,김율,강호철,신용우,이호산,김새해,임윤선,김정훈,정선혜,여윤미,김보영,김채하,한신,현경수,이미자,이수진,김신우,손수호,김지율"
197,벽 속에 숨은 마법시계,2018-10-31,1654715300,0.0,1654715300,215029,215029,609,14005,미국,미국,,CGV아트하우스,전체관람가,"판타지,공포(호러),미스터리,SF,스릴러",일라이 로스,"잭 블랙,케이트 블란쳇,오웬 바카로"
198,허리케인 하이스트,2018-03-14,1730262848,0.0,1730262848,214949,214949,544,16363,미국,미국,,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,범죄",롭 코헨,"토비 켑벨,매기 그레이스"
199,한 솔로: 스타워즈 스토리,2018-05-24,1964276778,0.001,1964276778,213980,213980,569,14818,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,SF", 하워드,"엘 이렌리치,에밀리아 클라크,폴 베타니,워 데이비스,우디 해럴슨,탠디 뉴튼,클린트 하워드"
200,어쌔신: 더 비기닝,2017-12-07,1595542000,0.0,1595542000,205544,205544,528,13441,미국,미국,,(주)이수C&E,15세이상관람가,액션,마이클 쿠에스타,"딜런 오브라이언,테일러 키취,마이클 키튼"
201,요로나의 저주,2019-04-17,1784935221,0.0,1784935221,202756,202756,620,18561,미국,미국,,워너브러더스 코리아(주),15세이상관람가,공포(호러),마이클 차베즈,"린다 카델리니,패트리시아 벨라즈퀘즈,레이몬드 크루즈,숀 패트릭 토마스"
202,어린 의뢰인,2019-05-22,1671674600,0.0,1671674600,202617,202617,671,17407,한국,한국,이스트드림시노펙스(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,"드라마,가족",장규성,"이동휘,정선희,유선,최명빈,이주원,고수희,서정연,원현준,이나라,정준원,이현균,이지훈,이로운,이봄,정희태,양희원,장정연,박미리,강지현,고경희,도한나,김가은,서병철,김나경,박준희,손광익,배진아,김명신,백승철,신영주,변주현,신정섭,신혜정,김보경,오규택,김보연,오정우,오준호,옥주리,최민정,장규성,이주열,허승,이준형,장한나,제승현,조덕현,김호정,전정일,김종선,정규연,김시영,김시윤,조태일,정민석,고유림,구순모,권방현,길상우,이동영,이동욱,이미영,한대훈,임용순,한동희,김주황,이헌주,조은혁,정시후,도건후,주소망,나주호,주은옥,남종수,원현준,한희정,김태윤,유이,민정기,차준희,민효경,윤성욱,신나라,정준원,정지웅,신아정,안귀령,이황의,박지서,전은미,전하늘,백연재,백우재,오효진,신미림,하윤서,한갑수,부진설,한예성,김성준,조셉"
203,비스트,2019-06-26,1582951940,0.0,1582951940,200394,200394,737,12277,한국,한국,(주)스튜디오앤뉴,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,스릴러",이정호,"이성민,김수정,유재명,전혜진,최다니엘,김영성,문순주,이서환,권훈,김경덕,김경로,서영수,박재원,옥자연,김귀선,선율우,김대곤,김대근,김대한,박찬규,손지영,박혜숙,김만호,봉신주,봉신주,안성봉,양재훈,김상수,오진석,김은혜,이종원,정종호,이종현,고재경,최성환,정찬우,이준호,김호정,김홍파,홍준표,이송희,정명훈,강려원,이승재,조홍우,김지안,권경훈,김영경,권영조,길덕호,김만기,김민송,김병춘,이미정,임예은,김은환,김혁,한우리,김통령,조정웅,이유진,유병훈,진범일,김철환,박경용,윤은정,박빈,이종신,최문수,박세기,심완준,안시연,안시하,이재혁,이호균,이효빈,박일룡,임예슬,박태성,전우신,임진후,손찬성,장준녕,오창석,장민기,백인권,한규원,황승일,현오봉,이상희,박지수,이영호,이현"
204,언니,2019-01-01,1757528250,0.0,1757528250,198377,198377,530,11321,한국,한국,"필름에이픽쳐스,(유)조이앤시네마","(주)제이앤씨미디어그룹,TCO(주)더콘텐츠온",청소년관람불가,액션,임경택,"이시영,박세완,이준혁,최진호,강민범,류도하,민예지,박일우,선율우,성승주,성진,박지완,김대근,김대홍,박하랑,배소현,배우진,신철민,안세하,육효명,윤대근,오현진,윤송아,신철민,공민규,이상훈,홍성호,최원호,김호진,김정팔,이육헌,김준희,이고은,이금주,곽인준,국하은,태정,김기무,김예진,임용순,임주영,김채현,김원해,조원재,조정환,조정환,이형철,주인서,문수빈,김태윤,문의영,정다향,김원중,정온서,정우리,채화,이자은,정회동,이태광,최인순,배시진,전승희,서윤하,설정환,성유라,홍대영,김강산,정수현"
205,극장판 포켓몬스터 모두의 이야기,2018-12-19,1523609950,0.0,1523609950,194692,194692,493,5338,일본,일본,,(주)이수C&E,전체관람가,애니메이션,야지마 테츠오,
206,언더,2019-01-16,1489802830,0.0,1489802830,194024,194024,612,10752,한국,한국,(주)오돌또기,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,"오성윤,이춘백","도경수,박소담,박철민,강석,이준혁,연지원,전숙경,박중금,명순용,서승원,이지운,김정은,진양욱,탁원정,송정희,한신정"
207,업그레이드,2018-09-06,1743757800,0.0,1743757800,190387,190387,220,11549,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,액션,리 워넬,"로건 마샬-그린,해리슨 길벗슨"
208,런닝맨 : 풀룰루의 역습,2018-12-05,1427205750,0.0,1427205750,187777,187777,511,5535,한국,한국,(주)로커스,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,윤준상,"김서영,권창욱,엄상현,김연우,강시현,전태열"
209,우상,2019-03-20,1581839728,0.0,1581839728,183784,183784,900,18545,한국,한국,"리 공동체 영화사,(주)바른손",CGV아트하우스,15세이상관람가,스릴러,이수진,"한석규,설경구,천우희,김재화,현봉식,안다정,문순주,조병규,강말금,박경찬,강진경,강충훈,박민우,곽나연,민경진,민경진,권혁준,길창규,서주희,성도현,김동현,승의열,배진아,김명곤,신정섭,유광수,김병수,유승목,유승목,양희우,오누리,김서원,김선빈,김선중,김송일,이상민,정주현,이주원,최선규,이주현,최영경,장윤정,김재화,최유리,홍정희,조미초,김호,최윤정,김흥열,김수현,김희정,조대희,전진기,조윤정,이건창,주보라,이다슬,김영주,김미원,하민,이동훈,이영석,김성녀,김성모,김왕도,김술람,임정민,한다경,이예슬,이채,김지원,이우현,김정일,김종만,조영복,김향숙,김한준,김현룡,김혜화,김홍수,나라,명도진,원근수,주혜원,정우영,이윤희,이은,이인경,신동길,윤영섭,박기선,박명남,이강복,이지예,심은주,이한성,이순원,이순환,김윤호,안혜원,최은미,양현선,양현선,양지빈,박하은,오병남,임호경,설경구,백한영,임병열,홍주환,한석규,황민수,황주리,한우연"
210,극장판 도라에몽: 진구의 보물섬,2018-08-15,1375508400,0.0,1375508400,183220,183220,463,5488,일본,일본,,(주)이수C&E,전체관람가,"애니메이션,SF,어드벤처",이마이 카즈아키,"윤아영,김정아,조현정,최낙윤,이현주,임은정,김정은,이지현,이경태,강은애,박성영,이다은,손선영,김은연,정의한,김진홍,이승행,이창민,서반석,원에스더,미즈타 와사비,오오하라 메구미,카카즈 유미,키무라 스바루,세키 토모카즈,카네모 히사코,유키 아오이,야마시타 다이키,오리카사 후미코,오토모 류자부로,하야미 사오리,나가사와 마사미,오오이즈미 요"
211,유전,2018-06-07,1568929938,0.0,1568929938,178121,178121,422,9342,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,공포(호러),아리 에스터,"토니 콜렛,가브리엘 번,알렉스 울프,밀리 샤피로"
212,채비,2017-11-09,1260533864,0.0,1260533864,177439,177439,480,9983,한국,한국,"(주)26컴퍼니,(주)영화사바른",오퍼스픽쳐스(유),12세이상관람가,드라마,조영준,"고두심,김성균,유선,박철민,김희정,신세경,마현,박세준,박소연,박소정,박지윤,송국진,양태열,유지연,한지호,이태규,김남언,장문규,김정환,현봉식,김영재,박성연,어성욱,박혜영,박재한"
213,자전차왕 엄복동,2019-02-27,1304861670,0.0,1304861670,172212,172212,624,11245,한국,한국,(주)셀트리온엔터테인먼트,(주)셀트리온엔터테인먼트,12세이상관람가,드라마,김유성,"정지훈,강소라,이범수,민효린,김희원,고창석,이시언,오민애,박진주,이정현,강덕중,강문봉,박근형,강인구,강희욱,강희중,고수희,박상원,박선주,구민혁,박성택,박영일,박용수,박재우,김규리,박태준,김동민,김동하,송재호,배창호,신철진,김민수,김병욱,김병철,유현식,오승희,윤병희,김수웅,임채선,최명빈,장근영,최석환,이서준,허유리,정혁진,김재열,이지민,김기범,조용현,김희진,이찬유,이지환,윤종구,정규민,정규호,조현수,이경영,고재성,김지성,최철수,구본규,권솔로,차순배,정석원,최환,기연호,김광오,채서원,이도용,김문학,김민건,김슬우,조두영,조무건,이창훈,김일우,김재선,김종재,이채원,이원종,김용진,노희국,김한울,조준,조준,이혜원,도용구,김태훈,우민제,한철우,주정원,문경현,노광규,김태현,이윤수,문두환,유영준,이으뜸,정동현,김원진,이은솔,유혁,차석호,차성제,왁스,박경화,김찬수,이장원,신수항,박병우,박병호,이정필,김진호,최대철,이정홍,최동익,최래선,정혜윤,김진우,이충구,박시후,안수민,이한들,이한위,이승로,이승로,이화랑,이영배,이영서,이예성,박정욱,박혜린,임지춘,염호정,전종헌,전해솔,서재홍,손지안,임형태,손한결,장도영,하재우,백태훈,박기범,홍성환,한성빈,황민우,한태일,함태인,김광수,윤대근,김문학,이승"
214,더 프레데터,2018-09-12,1502022014,0.0,1502022014,170878,170878,582,17579,미국,미국,,이십세기폭스코리아(주),청소년관람불가,"SF,액션,스릴러",쉐인 블랙,"올리비아 문,보이드 홀브룩,트레반트 로즈,스털링 K. 브라운,제이콥 트렘블레이"
215,극장판 도라에몽: 진구의 남극 꽁꽁 대모험,2017-08-10,1181952900,0.0,1181952900,167052,167052,351,4274,일본,일본,,(주)넥스트엔터테인먼트월드(NEW),전체관람가,"애니메이션,SF,가족,어드벤처",다카하시 아츠시,"미즈타 와사비,오오하라 메구미,카카즈 유미"
216,이프 온리,2004-10-29,1294610200,0.0,6815656200,162198,1021632,168,8859,미국,미국,"인터미디어필름,아웃로 프로덕션즈,테이피스트리 필름","와이드 릴리즈(주),(주)제이앤씨미디어그룹,유니코리아문예투자(주),(주)씨제이이엔","15세관람가,12세이상관람가","멜로/로맨스,판타지",길 정거,"제니퍼 러브 휴잇,폴 니콜스"
217,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,2018-09-20,1205873200,0.0,1205873200,157689,157689,454,5398,일본,일본,,(주)씨제이이엔,전체관람가,애니메이션,우시로 신지,"여민정,김지율,홍범기,신용우,이호산"
218,아토믹 블론드,2017-08-30,1177725658,0.0,1177725658,155368,155368,471,12300,미국,미국,,(주)키다리이엔티,청소년관람불가,액션,데이빗 레이치,"샤를리즈 테론,제임스 맥어보이,소피아 부텔라,존 굿맨,토비 존스"
219,레 닌자 무비,2017-09-28,1149394400,0.0,1149394400,154966,154966,459,4751,미국,미국,,워너브러더스 코리아(주),전체관람가,"애니메이션,액션,코미디,어드벤처,가족",찰리 빈,
220,크레이지 리치 아시안,2018-10-25,1333313141,0.0,1333313141,154297,154297,531,12370,미국,미국,,워너브러더스 코리아(주),12세이상관람가,"멜로/로맨스,코미디",존 추,"콘스탄스 우,헨리 골딩,양자경,젬마 찬,아콰피나,니코 산토스,켄 정"
221,다운사이징,2018-01-11,1237574004,0.0,1237574004,150339,150339,511,8378,미국,미국,,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"드라마,코미디",알렉산더 페인,"맷 데이먼,크리스틴 위그,크리스토프 왈츠,제이슨 서디키스"
222,나를 기억해,2018-04-19,1230898892,0.0,1230898892,141222,141222,545,14322,한국,한국,(주)오아시스이엔티,(주)키다리이엔티,청소년관람불가,"미스터리,범죄,스릴러",이한욱,"이유영,김희원,오하늬,이학주,김다미,고규필,손강국,윤희정,이규현,이재혁,김준희,김태윤,김희원,장혁진,떠리삐에,이홍내"
223,빅샤크: 매직체인지,2018-06-27,1012627700,0.0,1012627700,138764,138764,414,4876,중국,중국,,와이드 릴리즈(주),전체관람가,애니메이션,헤 질리,"이제인,장병관,김사라,김한나,윤세웅,홍후백"
224,독전: 익스텐디드 컷,2018-07-18,845770600,0.0,845770600,137871,137871,398,5656,한국,한국,(주)용필름,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션",이해영,"조진웅,류준열,김주혁,김성령,박해준,차승원"
225,해리포터와 비밀의 방,2002-12-13,1198151000,0.0,1198151000,137788,137788,33,2816,미국,미국,,워너브러더스 코리아(주),전체관람가,드라마,크리스 콜럼버스,"다니엘 래드클리프,엠마 왓슨,루퍼트 그린트"
226,0.0MHz,2019-05-29,1088258860,0.0,1088258860,137294,137294,446,5998,한국,한국,(주)제이엠컬쳐스,(주)스마일이엔티,15세이상관람가,공포(호러),유선동,"정은지,이성열,최윤영,신주환,정원창,박명신,남관효,박대희,노혜영,서진석,김대현,신승민,오규택,오세규,오제헌,김성우,김수진,이정수,이상찬,허현준,이성훈,김정연,홍주영,김호영,김정현,김효은,조승구,조용현,김승희,김승희,김시아,황지원,조지영,조지영,강성민,강태웅,이경환,구원회,최현욱,김진옥,김난희,김하니,김선정,김성채,한소연,이채린,김진효,이병수,조임원,노희성,한정원,이혜미,조창순,조희원,주민준,나소이,남정희,함사랑,김원식,정낙안,유희찬,정설리,정승필,윤수빈,김채민,윤영식,신하림,이태준,김진아,최원,양시열,서우린,임창록,서한별,홍의현,한소영,황연희,한정윤,한태규,신지혜,박선영"
227,극장판 에그엔젤 코코밍: 푸르밍과 두근두근 코코밍 세계,2017-09-07,1055895200,0.0,1055895200,137052,137052,232,4066,일본,일본,,(주)씨제이이엔,전체관람가,애니메이션,닛타 노리오,"이지현,여윤미,여민정,방연지,양정화,조현정,안영미"
228,로마의 휴일,2017-08-30,993321176,0.0,993321176,134827,134827,436,10999,한국,한국,(주)전망좋은 영화사,플러스 엔터테인먼트,15세이상관람가,"코미디,드라마",이덕희,"임창정,공형진,정상훈,지웅배,사우,박예슬,박우준,박은지,임성환,박준영,박준희,박찬영,박희진,장예찬,전혜수,정서영,정성목,조원빈,최지안,이보라,이석현,허나경,이자은,이재은,이정수,이정호,이종영,이주영,황윤성,김헌철,임병우,박찬영,배진웅,장광,박상훈"
229,명탐정 코난:전율의 악보,2019-02-14,890692400,0.0,890692400,116059,116059,213,3254,일본,일본,,(주)씨제이이엔,12세이상관람가,"애니메이션,미스터리",야마모 야스이치로,"타카야마 미나미,야마자키 와카나,카미야 아키라"
230,직쏘,2017-11-02,977950500,0.0,977950500,112237,112237,175,5753,미국,미국,,㈜코리아스크린,청소년관람불가,"공포(호러),스릴러,범죄","피터 스피어이그,마이클 스피어리그","토빈 벨,칼럼 키스 레니,클레 베넷,맷 패스모어,한나 에밀리 앤더슨,로라 밴더부트,폴 브라운스테인,만델라 반 피블스,브리터니 엘렌"
231,할로윈,2018-10-31,891158713,0.0,891158713,108780,108780,536,9836,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),청소년관람불가,공포(호러),데이빗 고 그린,"제이미 리 커티스,주디 그리어,윌 패튼,닉 캐슬"
232,레드 스패로,2018-02-28,860743700,0.0,860743700,108344,108344,389,6659,미국,미국,,이십세기폭스코리아(주),청소년관람불가,스릴러,프란시스 로렌스,"제니퍼 로렌스,조엘 에저튼,마티아스 쇼에나에츠,샬롯 램플링,메리-루이스 파커,제레미 아이언스"
233,로켓맨,2019-06-05,918686563,0.0,918686563,106764,106764,640,9851,영국,"영국,미국",,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"드라마,판타지",덱스터 플레처,"태런 에저튼,리처드 매든,브라이스 달라스 하워드,제이미 벨"
234,미래의 미라이,2019-01-16,864747757,0.0,864747757,106521,106521,508,7511,일본,일본,,플러스 엔터테인먼트,전체관람가,애니메이션,호소다 마모루,"쿠로키 하루,카미시라이시 모카,야쿠쇼 코지,후쿠야마 마사하루"
235,공포의 묘지,2019-04-10,894409836,0.0,894409836,102826,102826,564,11578,미국,미국,,롯데컬처웍스(주)롯데엔터테인먼트,15세이상관람가,"공포(호러),스릴러","케빈 콜쉬,데니스 위드미어","제이슨 클락,존 리스고,에이미 세이메"
236,크게  놈,2019-04-18,781972420,0.0,781972420,102374,102374,447,7901,한국,한국,밀짚모자영화사(주),(주)영화사오원,15세이상관람가,드라마,강지은,"김해숙,전재진,손호준,남보라,박원상,김영민,박경근,박대웅,동방우,박성남,구혜령,박영일,박준기,김남훈,손영호,박찬규,김도율,김도훈,신상열,김문식,봉신주,봉신주,안세하,유동균,김병순,김상구,윤단비,김상철,김성균,김성현,윤병희,김세인,윤승훈,강도윤,김은주,이상수,이상우,이정환,이상진,이상현,김재경,이상훈,이서한,장세현,권일,장준현,장진영,김형종,김혜란,이성훈,전성훈,이수민,황성호,이지훈,최재영,이진오,최재옥,김승준,김종호,조정훈,강두섭,정민규,강신곤,고건호,고창술,곽희찬,최태영,권영은,금송현,태정,김근수,김영주,김바울,김병윤,김사훈,이동희,이동희,김성윤,김세울,김왕근,김왕용,조명행,김자홍,이우진,이원종,조용민,이원찬,김하종,김해연,이상규,주석제,우도호,나수윤,남기쁨,우영택,우정환,우정환,유소연,유영래,진소현,유종희,정세연,정윤석,정수한,정자영,윤지용,정지만,신영진,이계준,신중혁,정현민,신현욱,이단,정호빈,이대은,이도은,이득신,최선병,이무녕,박승배,이태하,안문혁,이석원,이섭정,최승일,이한터,최영현,안홍찬,최우빈,이시헌,이영식,이욱진,최익준,박준관,이은호,최재웅,오정환,백봉기,최한규,최홍현,전용진,전재진,오도현,손지훈,석영훈,오창민,송시현,송영윤,성빈,송지수,백진환,박광수,홍성광,홍성만,홍성찬,임동우,홍정인,한동호,한승혁,한승현,한승현,한양희,황지훈,한웅기,황희,황희준,한정호,서동민,홍도성,홍동균,홍석우,박장호,박인수,박선우,강기둥,이재현"
237,레이디 버드,2018-04-04,828329700,0.0,828329700,101781,101781,344,7258,미국,미국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"코미디,드라마",그레타 거,"시얼샤 로넌,로리 멧칼프,트레이시 렛"
238,옥자,2017-06-29,764341900,0.0,2442425900,101647,322656,93,4216,미국,미국,"플랜 비 엔터테인먼트,(주)루이스 픽쳐스",(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"어드벤처,액션,드라마",봉준호,"틸다 스윈튼,제이크 질렌할,폴 다노,안서현,변희봉,스티븐 연,릴리 콜린스,셜리 헨더슨,다니엘 헨셜,데본 보스틱,최우식,지안카를로 에스포지토,켈리 맥도날드,윤제문,최희서,이정은,이봉련,박근록,윤경호,안성봉,한이진,곽진석,윤정로"
239,라스트 미션,2019-03-14,837108639,0.0,837108639,101465,101465,472,8614,미국,미국,,워너브러더스 코리아(주),15세이상관람가,드라마,클린트 이스트우드,"클린트 이스트우드,타이사 파미가,브래들리 쿠퍼,마이클 페나"
240,기방도령,2019-07-10,776625210,0.0,776625210,101406,101406,625,5154,한국,한국,"주식회사 브레인샤워,(주)제이와이피픽쳐스",판씨네마(주),15세이상관람가,"코미디,사극",남대중,"이준호,정소민,최귀화,예지원,공명,장세아,조이현,김동영,이일화,이상희,나승용,남선중,고나희,김가빈,박정원,박정원,박정헌,설윤지,박지수,김문찬,신은수,신이지,김민지,유종연,오규택,오자훈,윤미영,김서경,오제근,옥영진,정재성,이정훈,정재훈,최민호,이주실,김인호,김장원,허성우,홍기호,최유리,백주희,김수한,조영지,이수연,이진,정기원,윤혜빈,김주현,정민규,조헌태,강승현,강영준,이승현,최지희,고재석,지대한,공현주,김연희,권다영,하민,김선도,이철민,이호연,김시혜,김아윤,한기업,임수지,임향주,이민영,이해인,한미령,이유나,김한,도연진,이유정,한지혜,왕수빈,한채리,우연화,남관규,남영진,남훈성,정우영,김우혁,유수아,유형준,이은정,민지율,왕나경,정연심,윤설아,윤욱,윤정혁,윤지욱,윤해주,이재왕,신우준,정태,김유진,이노아,심윤슬,심현,이하주,안성원,이화진,최지수,배정화,박채희,임조은,전노민,반필원,서은율,전지혜,임태풍,오성희,장대웅,하재숙,하지은,한희림,박태산,이솔,임향주"
241,게이트,2018-02-28,821271100,0.0,821271100,101381,101381,208,5474,한국,한국,삼삼공구 브라더스,(주)제이앤씨미디어그룹,15세이상관람가,"범죄,코미디",신재호,"정려원,임창정,정상훈,이경영,이문식,이세랑,윤송아,이수아,김지성,김보민,김보민,김연정,김도훈,김경룡,김미향,한이진,김종태,최윤슬,전정일"
242,미니특공대X,2018-03-22,746262200,0.0,746262200,100164,100164,458,5452,한국,한국,(주)에스에이엠지엔터테인먼트,(주)에스에이엠지엔터테인먼트,전체관람가,애니메이션,이영준,"엄상현,전태열,이소영,신용우,이민규,이소영"
합계,,,3586369392439,,8322906892795,430980506,1055452768,256824,11945983,,,,,,,,
